sku,brand,title,url,eans,description,price,categoryPath,size,colour,deliveryCosts_dpd,paymentCosts_paypal,paymentCosts_credit_card,delivery,imageUrls
7194,Ángel Cerdá S.L.,Bremen Polsterbett Mink Lederoptik 180×200,https://www.maisondecocon.com/products/bremen-upholstered-bed-mink-leatherette-180x200?variant_sku=7194,,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil aus nerzfarbenem Kunstleder und einer Holzstruktur im dunklen Walnusston. Ein zentrales Element für Ihr Schlafzimmer, das eine elegante und einladende Atmosphäre schafft. Inklusive eines komfortablen Lattenrosts aus Holz mit braunem, rutschfestem Stoffbezug. Die Kunstlederpolsterung dieses Bettes setzt feine Akzente und bringt Wärme sowie zeitlosen Stil in Ihren Schlafbereich.",2210.00,Luxury Beds,,,300.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bremen-polsterbett-180x200-kunstleder-mink-hauptansicht.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bremen-polsterbett-180x200-kunstleder-mink-draufsicht.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bremen-polsterbett-180x200-kunstleder-mink-frontalansicht.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bremen-polsterbett-180x200-kunstleder-mink-frontalansicht-2.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bremen-polsterbett-180x200-kunstleder-mink-detailansicht.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bremen-polsterbett-180x200-kunstleder-mink-seitenansicht.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bremen-polsterbett-180x200-kunstleder-mink-rueckansicht.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bremen-polsterbett-180x200-kunstleder-mink-rahmenansicht.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bremen-polsterbett-180x200-massskizze.jpg?v=1784122205
7211,Ángel Cerdá S.L.,Dortmund Polsterbett Stoff Blaugrau 180×200,https://www.maisondecocon.com/products/dortmund-polsterbett-stoff-blaugrau-180x200?variant_sku=7211,8435631041962,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil und Rahmen aus hellblaugrauem Stoff sowie Beinen aus abgedunkeltem, poliertem Edelstahl. Ein zentrales Element für Ihr Schlafzimmer, das eine elegante und einladende Atmosphäre schafft. Inklusive eines komfortablen Lattenrosts aus Kiefernholz. Die Stoffpolsterung dieses Bettes setzt feine Akzente und bringt Wärme sowie zeitlosen Stil in Ihren Schlafbereich.",2110.00,Luxury Beds,,,300.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/dortmund-polsterbett-180x200-stoff-blaugrau-hauptansicht.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/dortmund-polsterbett-180x200-stoff-blaugrau-draufsicht.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/dortmund-polsterbett-180x200-stoff-blaugrau-detailansicht.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/dortmund-polsterbett-180x200-stoff-blaugrau-seitenansicht.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/dortmund-polsterbett-180x200-stoff-blaugrau-frontalansicht.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/dortmund-polsterbett-180x200-stoff-blaugrau-rueckansicht.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/dortmund-polsterbett-180x200-stoff-blaugrau-seitenansicht-2.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/dortmund-polsterbett-180x200-stoff-blaugrau-rahmenansicht.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/dortmund-polsterbett-180x200-massskizze.jpg?v=1784122205
7174,Ángel Cerdá S.L.,Hamburg Polsterbett Kunstleder Braun 180×200,https://www.maisondecocon.com/products/hamburg-polsterbett-kunstleder-braun-180x200?variant_sku=7174,8435631033530,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil aus offwhite Stoff und einer Struktur aus braunem Kunstleder sowie Beinen aus schwarzem Edelstahl. Ein zentrales Element für Ihr Schlafzimmer, das eine elegante und einladende Atmosphäre schafft. Inklusive eines komfortablen Lattenrosts aus Kiefernholz. Die Capitonnée-Polsterung verleiht diesem Bett eine edle und exklusive Ausstrahlung für Ihren Schlafbereich.",1740.00,Luxury Beds,,,300.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/hamburg-polsterbett-180x200-stoff-braun-hauptansicht.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/hamburg-polsterbett-180x200-stoff-braun-hauptansicht-2.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/hamburg-polsterbett-180x200-stoff-braun-detailansicht.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/hamburg-polsterbett-180x200-stoff-braun-frontalansicht.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/hamburg-polsterbett-180x200-stoff-braun-rueckansicht.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/hamburg-polsterbett-180x200-stoff-braun-seitenansicht.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/hamburg-polsterbett-180x200-stoff-braun-rahmenansicht.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/hamburg-polsterbett-180x200-massskizze.jpg?v=1784122205
7156,Ángel Cerdá S.L.,Berlin Polsterbett Stoff Hellgrau 180×200,https://www.maisondecocon.com/products/berlin-polsterbett-stoff-hellgrau-180x200?variant_sku=7156,8435631028826,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil und Rahmen aus hellgrauem Stoff sowie Beinen aus abgedunkeltem, poliertem Edelstahl. Ein zentrales Element für Ihr Schlafzimmer, das eine elegante und einladende Atmosphäre schafft. Inklusive eines komfortablen Lattenrosts aus Kiefernholz. Die Stoffpolsterung dieses Bettes setzt feine Akzente und bringt Wärme sowie zeitlosen Stil in Ihren Schlafbereich.",1980.00,Luxury Beds,,,300.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/berlin-polsterbett-180x200-stoff-hellgrau-hauptansicht.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/berlin-polsterbett-180x200-stoff-hellgrau-frontalansicht.jpg?v=1784121549;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/berlin-polsterbett-180x200-stoff-hellgrau-draufsicht.jpg?v=1784121655;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/berlin-polsterbett-180x200-stoff-hellgrau-detailansicht.jpg?v=1784121655;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/berlin-polsterbett-180x200-stoff-hellgrau-frontalansicht-2.jpg?v=1784121655;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/berlin-polsterbett-180x200-stoff-hellgrau-seitenansicht.jpg?v=1784121655;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/berlin-polsterbett-180x200-stoff-hellgrau-rueckansicht.jpg?v=1784121655;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/berlin-polsterbett-180x200-stoff-hellgrau-rahmenansicht.jpg?v=1784121655;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/berlin-polsterbett-180x200-massskizze.jpg?v=1784122205
7160,Ángel Cerdá S.L.,München Polsterbett Stoff Hellgrau 180×200,https://www.maisondecocon.com/products/muenchen-polsterbett-stoff-hellgrau-180x200?variant_sku=7160,8435631028864,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil und Rahmen aus hellgrauem Stoff sowie Beinen aus schwarz epoxy-lackiertem Edelstahl. Ein zentrales Element für Ihr Schlafzimmer, das eine elegante und einladende Atmosphäre schafft. Inklusive eines komfortablen Lattenrosts aus Kiefernholz. Die Stoffpolsterung dieses Bettes setzt feine Akzente und bringt Wärme sowie zeitlosen Stil in Ihren Schlafbereich.",1190.00,Luxury Beds,,,120.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Muenchen-180x200-Polsterbett-Kunstleder-LINA-color-hellgrau-main.jpg?v=1768675563;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Muenchen-180x200-Polsterbett-Kunstleder-LINA-color-hellgrau-top.jpg?v=1768675568;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Muenchen-180x200-Polsterbett-Kunstleder-LINA-color-hellgrau-front-02.jpg?v=1768675571;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Muenchen-180x200-Polsterbett-Kunstleder-LINA-color-hellgrau-side-02.jpg?v=1768675571;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Muenchen-180x200-Polsterbett-Kunstleder-LINA-color-hellgrau-front.jpg?v=1768675574;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Muenchen-180x200-Polsterbett-Kunstleder-LINA-color-hellgrau-back.jpg?v=1768675575;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Muenchen-180x200-Polsterbett-Kunstleder-LINA-color-hellgrau-side.jpg?v=1768675578;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Muenchen-180x200-Polsterbett-Kunstleder-LINA-color-hellgrau-frame.jpg?v=1768675579;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/munich-polsterbett-180x200-massskizze.jpg?v=1784122205
7131,Ángel Cerdá S.L.,Saarland Kopfkissen aus viskoelastischem Memory-Schaum – Lavendelduft | 75×35×15 cm,https://www.maisondecocon.com/products/saarland-kopfkissen-visco-lavendel-75x35x15?variant_sku=7131,,"Das Saarland Kissen kombiniert einen perforierten viskoelastischen Kern mit einem lavendelduftenden Bezug für stützenden, atmungsaktiven Komfort. Es passt sich Kopf und Nacken an und bleibt die ganze Nacht angenehm kühl – eine durchdachte Wahl für erholsamen, aromatischen Schlaf.",60.00,Pillows,,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Saarland-Premium-Visco-Kopfkissen.jpg?v=1768675591;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Saarland-Premium-Visco-Kopfkissen-mit-verpackungsbox.jpg?v=1768675593
7218,Ángel Cerdá S.L.,Nürnberg Polsterbett Kunstleder Mink 180×200,https://www.maisondecocon.com/products/nurnberg-polsterbett-kunstleder-mink-180x200?variant_sku=7218,8435631043638,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil und Rahmen aus minkfarbenem Kunstleder sowie Holzbeinen in Walnuss-Optik. Ein zentrales Element für Ihr Schlafzimmer, das eine elegante und einladende Atmosphäre schafft. Inklusive eines komfortablen Lattenrosts aus Kiefernholz. Die Kunstlederpolsterung dieses Bettes setzt feine Akzente und bringt Wärme sowie zeitlosen Stil in Ihren Schlafbereich.",2930.00,Luxury Beds,,,300.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/nuremberg-polsterbett-180x200-kunstleder-mink-hauptansicht.jpg?v=1784121655;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/nuremberg-polsterbett-180x200-kunstleder-mink-draufsicht.jpg?v=1784121655;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/nuremberg-polsterbett-180x200-kunstleder-mink-detailansicht.jpg?v=1784121655;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/nuremberg-polsterbett-180x200-kunstleder-mink-frontalansicht.jpg?v=1784121655;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/nuremberg-polsterbett-180x200-kunstleder-mink-frontalansicht-2.jpg?v=1784121655;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/nuremberg-polsterbett-180x200-kunstleder-mink-frontalansicht-3.jpg?v=1784121655;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/nuremberg-polsterbett-180x200-kunstleder-mink-seitenansicht.jpg?v=1784121655;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/nuremberg-polsterbett-180x200-kunstleder-mink-rueckansicht.jpg?v=1784121655;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/nuremberg-polsterbett-180x200-kunstleder-mink-rahmenansicht.jpg?v=1784121655;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/nuremberg-polsterbett-180x200-massskizze.jpg?v=1784122205
7155,Ángel Cerdá S.L.,Köln Polsterbett Stoff Warmgrau 180×200,https://www.maisondecocon.com/products/koln-polsterbett-stoff-warmgrau-180x200?variant_sku=7155,8435631028819,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil und Rahmen aus grauem Stoff sowie Holzbeinen in Wenge-Optik. Ein zentrales Element für Ihr Schlafzimmer, das eine elegante und einladende Atmosphäre schafft. Inklusive eines komfortablen Lattenrosts aus Kiefernholz. Die Stoffpolsterung dieses Bettes setzt feine Akzente und bringt Wärme sowie zeitlosen Stil in Ihren Schlafbereich.",2380.00,Luxury Beds,,,300.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/cologne-polsterbett-180x200-stoff-warmgrau-hauptansicht.jpg?v=1784121655;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/cologne-polsterbett-180x200-stoff-warmgrau-frontalansicht.jpg?v=1784121655;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/cologne-polsterbett-180x200-stoff-warmgrau-draufsicht.jpg?v=1784121655;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/cologne-polsterbett-180x200-stoff-warmgrau-frontalansicht-2.jpg?v=1784121656;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/cologne-polsterbett-180x200-stoff-warmgrau-detailansicht.jpg?v=1784121656;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/cologne-polsterbett-180x200-stoff-warmgrau-seitenansicht.jpg?v=1784121656;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/cologne-polsterbett-180x200-stoff-warmgrau-rahmenansicht.jpg?v=1784121656;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/cologne-polsterbett-180x200-massskizze.jpg?v=1784122205
7157,Ángel Cerdá S.L.,Düsseldorf Polsterbett Kunstleder Creme 180×200,https://www.maisondecocon.com/products/dusseldorf-polsterbett-kunstleder-creme-180x200?variant_sku=7157,8435631028833,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil und Rahmen aus creme-farbenem Kunstleder sowie Beinen aus schwarzem Edelstahl. Ein zentrales Element für Ihr Schlafzimmer, das eine elegante und einladende Atmosphäre schafft. Inklusive eines komfortablen Lattenrosts aus Kiefernholz. Die Kunstlederpolsterung dieses Bettes setzt feine Akzente und bringt Wärme sowie zeitlosen Stil in Ihren Schlafbereich.",1650.00,Luxury Beds,,,300.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Duesseldorf-180x200-Polsterbett-Kunstleder-LENO-color-mink-main.jpg?v=1768675633;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Duesseldorf-180x200-Polsterbett-Kunstleder-LENO-color-mink-top.jpg?v=1768675637;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Duesseldorf-180x200-Polsterbett-Kunstleder-LENO-color-mink-front-02.jpg?v=1768675639;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Duesseldorf-180x200-Polsterbett-Kunstleder-LENO-color-mink-front.jpg?v=1768675641;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Duesseldorf-180x200-Polsterbett-Kunstleder-LENO-color-mink-detail.jpg?v=1768675642;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Duesseldorf-180x200-Polsterbett-Kunstleder-LENO-color-mink-side.jpg?v=1768675644;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Duesseldorf-180x200-Polsterbett-Kunstleder-LENO-color-mink-back.jpg?v=1768675646;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Duesseldorf-180x200-Polsterbett-Kunstleder-LENO-color-mink-frame.jpg?v=1768675647;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/duesseldorf-polsterbett-180x200-massskizze.jpg?v=1784122205
7161,Ángel Cerdá S.L.,Augsburg Polsterbett Stoff Hellgrau 180×200,https://www.maisondecocon.com/products/augsburg-polsterbett-stoff-hellgrau-180x200?variant_sku=7161,8435631028871,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil und Rahmen aus hellgrauem Stoff sowie Beinen aus schwarz epoxy-lackiertem Edelstahl. Ein zentrales Element für Ihr Schlafzimmer, das eine elegante und einladende Atmosphäre schafft. Inklusive eines komfortablen Lattenrosts aus Kiefernholz. Die Stoffpolsterung dieses Bettes setzt feine Akzente und bringt Wärme sowie zeitlosen Stil in Ihren Schlafbereich.",2190.00,Luxury Beds,,,300.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/augsburg-polsterbett-180x200-stoff-hellgrau-hauptansicht.jpg?v=1784122205;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/augsburg-polsterbett-180x200-stoff-hellgrau-frontalansicht.jpg?v=1784122205;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/augsburg-polsterbett-180x200-stoff-hellgrau-draufsicht.jpg?v=1784122205;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/augsburg-polsterbett-180x200-stoff-hellgrau-frontalansicht-2.jpg?v=1784122205;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/augsburg-polsterbett-180x200-stoff-hellgrau-detailansicht.jpg?v=1784122205;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/augsburg-polsterbett-180x200-stoff-hellgrau-seitenansicht.jpg?v=1784122205;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/augsburg-polsterbett-180x200-stoff-hellgrau-rueckansicht.jpg?v=1784122205;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/augsburg-polsterbett-180x200-stoff-hellgrau-rahmenansicht.jpg?v=1784122205;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/augsburg-polsterbett-180x200-massskizze.jpg?v=1784122205
7014,Ángel Cerdá S.L.,Leipzig Polsterbett Kunstleder Mink 160×200,https://www.maisondecocon.com/products/leipzig-polsterbett-kunstleder-mink-160x200?variant_sku=7014,8435631004004,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil und Rahmen aus mink-farbenem Kunstleder sowie Beinen aus abgedunkeltem, poliertem Edelstahl. Ein zentrales Element für Ihr Schlafzimmer, das eine elegante und einladende Atmosphäre schafft. Inklusive eines komfortablen Lattenrosts aus Kiefernholz. Die Kunstlederpolsterung dieses Bettes setzt feine Akzente und bringt Wärme sowie zeitlosen Stil in Ihren Schlafbereich.",1360.00,Luxury Beds,,,120.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Leipzig-160x200-Polsterbett-Kunstleder-LENO-color-mink-main.jpg?v=1768675670;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Leipzig-160x200-Polsterbett-Kunstleder-LENO-color-mink-top.jpg?v=1768675673;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Leipzig-160x200-Polsterbett-Kunstleder-LENO-color-mink-detail.jpg?v=1768675676;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Leipzig-160x200-Polsterbett-Kunstleder-LENO-color-mink-top-02.jpg?v=1768675679;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Leipzig-160x200-Polsterbett-Kunstleder-LENO-color-mink-side-02.jpg?v=1768675683;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Leipzig-160x200-Polsterbett-Kunstleder-LENO-color-mink-side-03.jpg?v=1768675683;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Leipzig-160x200-Polsterbett-Kunstleder-LENO-color-mink-front.jpg?v=1768675685;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Leipzig-160x200-Polsterbett-Kunstleder-LENO-color-mink-side.jpg?v=1768675686;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Leipzig-160x200-Polsterbett-Kunstleder-LENO-color-mink-back.jpg?v=1768675689;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/leipzig-polsterbett-160x200-massskizze.jpg?v=1784122205
7159,Ángel Cerdá S.L.,Bochum Polsterbett Kunstleder Haselnussbraun 180×200,https://www.maisondecocon.com/products/bochum-polsterbett-kunstleder-haselnussbraun-180x200?variant_sku=7159,8435631028857,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil und Rahmen aus schokoladenbraunem Kunstleder sowie Holzbeinen mit Furnier aus echtem Nussbaum. Ein zentrales Element für Ihr Schlafzimmer, das eine elegante und einladende Atmosphäre schafft. Inklusive eines komfortablen Lattenrosts aus Kiefernholz. Die Kunstlederpolsterung dieses Bettes setzt feine Akzente und bringt Wärme sowie zeitlosen Stil in Ihren Schlafbereich.",1910.00,Luxury Beds,,,300.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bochum-polsterbett-180x200-kunstleder-nussbraun-hauptansicht.jpg?v=1784121656;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bochum-polsterbett-180x200-kunstleder-nussbraun-frontalansicht.jpg?v=1784121656;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bochum-polsterbett-180x200-kunstleder-nussbraun-draufsicht.jpg?v=1784121656;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bochum-polsterbett-180x200-kunstleder-nussbraun-frontalansicht-2.jpg?v=1784184591;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bochum-polsterbett-180x200-kunstleder-nussbraun-rueckansicht.jpg?v=1784184591;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bochum-polsterbett-180x200-kunstleder-nussbraun-seitenansicht.jpg?v=1784184591;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bochum-polsterbett-180x200-kunstleder-nussbraun-rahmenansicht.jpg?v=1784184591;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bochum-polsterbett-180x200-massskizze.jpg?v=1784122205
7145,Ángel Cerdá S.L.,Bonn Polsterbett Stoff Grau 180×200,https://www.maisondecocon.com/products/bonn-polsterbett-stoff-grau-180x200?variant_sku=7145,8435631039525,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil und Rahmen aus dunkelgrauem Stoff sowie Beinen aus schwarzem Edelstahl. Ein zentrales Element für Ihr Schlafzimmer, das eine elegante und einladende Atmosphäre schafft. Inklusive eines komfortablen Lattenrosts aus Kiefernholz. Die Stoffpolsterung dieses Bettes setzt feine Akzente und bringt Wärme sowie zeitlosen Stil in Ihren Schlafbereich.",1910.00,Luxury Beds,,,300.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bonn-polsterbett-180x200-stoff-grau-hauptansicht.jpg?v=1784184472;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bonn-polsterbett-180x200-stoff-grau-draufsicht.jpg?v=1784184510;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bonn-polsterbett-180x200-stoff-grau-frontalansicht-2.jpg?v=1784184510;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bonn-polsterbett-180x200-stoff-grau-frontalansicht.jpg?v=1784184510;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bonn-polsterbett-180x200-stoff-grau-detailansicht.jpg?v=1784184510;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bonn-polsterbett-180x200-stoff-grau-seitenansicht.jpg?v=1784184510;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bonn-polsterbett-180x200-stoff-grau-rueckansicht.jpg?v=1784184510;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bonn-polsterbett-180x200-stoff-grau-rahmenansicht.jpg?v=1784184510;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bonn-polsterbett-180x200-massskizze.jpg?v=1784122205
7169,Ángel Cerdá S.L.,Mannheim Polsterbett Kunstleder Grau 160×200,https://www.maisondecocon.com/products/mannheim-polsterbett-kunstleder-grau-160x200?variant_sku=7169,8435631033011,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil aus dunkelgrauem Kunstleder, einer Struktur mit echtem Nussbaumfurnier und Beinen aus schwarzem MDF-Holz. Ein zentrales Element für Ihr Schlafzimmer, das eine elegante und einladende Atmosphäre schafft. Inklusive eines komfortablen Lattenrosts aus Kiefernholz. Die Kunstlederpolsterung dieses Bettes setzt feine Akzente und bringt Wärme sowie zeitlosen Stil in Ihren Schlafbereich.",1710.00,Luxury Beds,,,300.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/mannheim-polsterbett-160x200-kunstleder-grau-hauptansicht.jpg?v=1784184543;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/mannheim-polsterbett-160x200-kunstleder-grau-draufsicht.jpg?v=1784184543;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/mannheim-polsterbett-160x200-kunstleder-grau-frontalansicht-2.jpg?v=1784184543;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/mannheim-polsterbett-160x200-kunstleder-grau-detailansicht.jpg?v=1784184543;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/mannheim-polsterbett-160x200-kunstleder-grau-seitenansicht.jpg?v=1784184543;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/mannheim-polsterbett-160x200-kunstleder-grau-frontalansicht.jpg?v=1784184543;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/mannheim-polsterbett-160x200-kunstleder-grau-rahmenansicht.jpg?v=1784184543;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/mannheim-polsterbett-160x200-massskizze.jpg?v=1784184543
