sku,brand,title,url,eans,description,price,categoryPath,size,colour,deliveryCosts_dpd,paymentCosts_paypal,paymentCosts_credit_card,delivery,imageUrls
SPW2022VS,Coco & Cici,"Bettbezug aus Tencel™-Satin, pfirsichfarben-weiß",https://www.maisondecocon.com/products/tencel-sateen-duvet-cover-peach-white?variant_sku=SPW2022VS,8721184406793,"Wachen Sie auf, als wären Sie noch im Urlaub. Unser Bettbezug aus Tencel™-Satin in der Farbe „Peach White“ verleiht Ihrem Schlafzimmer eine geschmeidige, strahlende Weichheit – mit einem natürlichen Glanz, der mit der Zeit immer schöner wird.",229.95,Duvet Covers,Pre-order: 200x220 + 2 pillowcases 60x70 (available October 5),,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-peach-white-styled-01.jpg?v=1785863304;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-peach-white-lifestyle-01.jpg?v=1785863313;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-peach-white-lifestyle-02.jpg?v=1785863320;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-peach-white-detail-01.jpg?v=1785863328;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-peach-white-texture-01.jpg?v=1785863336;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/487156c0-0ab6-4dbd-a045-552f06a129e1_1200x1200_fill.jpg?v=1785762271
SPW2020VS,Coco & Cici,"Bettbezug aus Tencel™-Satin, pfirsichfarben-weiß",https://www.maisondecocon.com/products/tencel-sateen-duvet-cover-peach-white?variant_sku=SPW2020VS,8721184406786,"Wachen Sie auf, als wären Sie noch im Urlaub. Unser Bettbezug aus Tencel™-Satin in der Farbe „Peach White“ verleiht Ihrem Schlafzimmer eine geschmeidige, strahlende Weichheit – mit einem natürlichen Glanz, der mit der Zeit immer schöner wird.",229.95,Duvet Covers,200x200 + 2 pillowcases 60x70,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-peach-white-styled-01.jpg?v=1785863304;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-peach-white-lifestyle-01.jpg?v=1785863313;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-peach-white-lifestyle-02.jpg?v=1785863320;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-peach-white-detail-01.jpg?v=1785863328;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-peach-white-texture-01.jpg?v=1785863336;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/487156c0-0ab6-4dbd-a045-552f06a129e1_1200x1200_fill.jpg?v=1785762271
SPW1422VS,Coco & Cici,"Bettbezug aus Tencel™-Satin, pfirsichfarben-weiß",https://www.maisondecocon.com/products/tencel-sateen-duvet-cover-peach-white?variant_sku=SPW1422VS,8721184406779,"Wachen Sie auf, als wären Sie noch im Urlaub. Unser Bettbezug aus Tencel™-Satin in der Farbe „Peach White“ verleiht Ihrem Schlafzimmer eine geschmeidige, strahlende Weichheit – mit einem natürlichen Glanz, der mit der Zeit immer schöner wird.",159.95,Duvet Covers,140x220 + 1 pillowcase 60x70,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-peach-white-styled-01.jpg?v=1785863304;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-peach-white-lifestyle-01.jpg?v=1785863313;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-peach-white-lifestyle-02.jpg?v=1785863320;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-peach-white-detail-01.jpg?v=1785863328;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-duvet-cover-peach-white-texture-01.jpg?v=1785863336;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/487156c0-0ab6-4dbd-a045-552f06a129e1_1200x1200_fill.jpg?v=1785762271
250604,Coco & Cici,"Kissenbezug aus Tencel™-Satin, Taupe",https://www.maisondecocon.com/products/tencel-sateen-pillowcase-taupe?variant_sku=250604,7439634191106,"Verzichten Sie auf die teure Nachtcreme. Unser Tencel™-Satin-Kissenbezug in Taupe verfügt über ein glattes, satinweiches Gewebe, das sanft zu Haut und Haaren ist – der „Beauty-Kissenbezug“-Effekt, ganz ohne hohen Preis.",62.91,Pillowcases,1 pillowcase 50x60,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-taupe-styled-01.jpg?v=1785863745
240804,Coco & Cici,"Kissenbezug aus Tencel™-Satin, Taupe",https://www.maisondecocon.com/products/tencel-sateen-pillowcase-taupe?variant_sku=240804,7423609363315,"Verzichten Sie auf die teure Nachtcreme. Unser Tencel™-Satin-Kissenbezug in Taupe verfügt über ein glattes, satinweiches Gewebe, das sanft zu Haut und Haaren ist – der „Beauty-Kissenbezug“-Effekt, ganz ohne hohen Preis.",62.91,Pillowcases,1 pillowcase 40x80,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-taupe-styled-01.jpg?v=1785863745
250904,Coco & Cici,"Kissenbezug aus Tencel™-Satin, Taupe",https://www.maisondecocon.com/products/tencel-sateen-pillowcase-taupe?variant_sku=250904,8721184401170,"Verzichten Sie auf die teure Nachtcreme. Unser Tencel™-Satin-Kissenbezug in Taupe verfügt über ein glattes, satinweiches Gewebe, das sanft zu Haut und Haaren ist – der „Beauty-Kissenbezug“-Effekt, ganz ohne hohen Preis.",75.51,Pillowcases,1 pillowcase 50x90,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-taupe-styled-01.jpg?v=1785863745
250754,Coco & Cici,"Kissenbezug aus Tencel™-Satin, Taupe",https://www.maisondecocon.com/products/tencel-sateen-pillowcase-taupe?variant_sku=250754,8721184401064,"Verzichten Sie auf die teure Nachtcreme. Unser Tencel™-Satin-Kissenbezug in Taupe verfügt über ein glattes, satinweiches Gewebe, das sanft zu Haut und Haaren ist – der „Beauty-Kissenbezug“-Effekt, ganz ohne hohen Preis.",71.91,Pillowcases,1 pillowcase 50x75,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-taupe-styled-01.jpg?v=1785863745
265654,Coco & Cici,"Kissenbezug aus Tencel™-Satin, Taupe",https://www.maisondecocon.com/products/tencel-sateen-pillowcase-taupe?variant_sku=265654,8721184401149,"Verzichten Sie auf die teure Nachtcreme. Unser Tencel™-Satin-Kissenbezug in Taupe verfügt über ein glattes, satinweiches Gewebe, das sanft zu Haut und Haaren ist – der „Beauty-Kissenbezug“-Effekt, ganz ohne hohen Preis.",71.91,Pillowcases,1 pillowcase 65x65,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-taupe-styled-01.jpg?v=1785863745
280804,Coco & Cici,"Kissenbezug aus Tencel™-Satin, Taupe",https://www.maisondecocon.com/products/tencel-sateen-pillowcase-taupe?variant_sku=280804,7423609493487,"Verzichten Sie auf die teure Nachtcreme. Unser Tencel™-Satin-Kissenbezug in Taupe verfügt über ein glattes, satinweiches Gewebe, das sanft zu Haut und Haaren ist – der „Beauty-Kissenbezug“-Effekt, ganz ohne hohen Preis.",77.31,Pillowcases,1 pillowcase 80x80,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-taupe-styled-01.jpg?v=1785863745
2507024,Coco & Cici,"Kissenbezug aus Tencel™-Satin, Taupe",https://www.maisondecocon.com/products/tencel-sateen-pillowcase-taupe?variant_sku=2507024,8721184402061,"Verzichten Sie auf die teure Nachtcreme. Unser Tencel™-Satin-Kissenbezug in Taupe verfügt über ein glattes, satinweiches Gewebe, das sanft zu Haut und Haaren ist – der „Beauty-Kissenbezug“-Effekt, ganz ohne hohen Preis.",57.51,Pillowcases,Pre-order: 1 pillowcase 50x70 without valance (available October 5),,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-taupe-styled-01.jpg?v=1785863745
2607024,Coco & Cici,"Kissenbezug aus Tencel™-Satin, Taupe",https://www.maisondecocon.com/products/tencel-sateen-pillowcase-taupe?variant_sku=2607024,6011404051097,"Verzichten Sie auf die teure Nachtcreme. Unser Tencel™-Satin-Kissenbezug in Taupe verfügt über ein glattes, satinweiches Gewebe, das sanft zu Haut und Haaren ist – der „Beauty-Kissenbezug“-Effekt, ganz ohne hohen Preis.",62.91,Pillowcases,1 pillowcase 60x70 without valance,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-taupe-styled-01.jpg?v=1785863745
2507524,Coco & Cici,"Kissenbezug aus Tencel™-Satin, Taupe",https://www.maisondecocon.com/products/tencel-sateen-pillowcase-taupe?variant_sku=2507524,8721184401101,"Verzichten Sie auf die teure Nachtcreme. Unser Tencel™-Satin-Kissenbezug in Taupe verfügt über ein glattes, satinweiches Gewebe, das sanft zu Haut und Haaren ist – der „Beauty-Kissenbezug“-Effekt, ganz ohne hohen Preis.",62.91,Pillowcases,1 pillowcase 50x75 without Volant,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-taupe-styled-01.jpg?v=1785863745
260704,Coco & Cici,"Kissenbezug aus Tencel™-Satin, Taupe",https://www.maisondecocon.com/products/tencel-sateen-pillowcase-taupe?variant_sku=260704,8721184402030,"Verzichten Sie auf die teure Nachtcreme. Unser Tencel™-Satin-Kissenbezug in Taupe verfügt über ein glattes, satinweiches Gewebe, das sanft zu Haut und Haaren ist – der „Beauty-Kissenbezug“-Effekt, ganz ohne hohen Preis.",71.91,Pillowcases,Pre-order: 1 pillowcase 60x70 (available October 5),,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-taupe-styled-01.jpg?v=1785863745
260707,Coco & Cici,Kissenbezug aus Tencel™-Satin in Terra Pink,https://www.maisondecocon.com/products/tencel-sateen-pillowcase-terra-pink?variant_sku=260707,7423603440456,"Verzichten Sie auf die teure Nachtcreme. Unser Tencel™-Satin-Kissenbezug in Terra Pink verfügt über ein glattes, satinweiches Gewebe, das sanft zu Haut und Haaren ist – der „Beauty-Kissenbezug“-Effekt, ganz ohne den hohen Preis.",71.91,Pillowcases,1 pillowcase 60x70,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-terra-pink-styled-01.jpg?v=1785863976
280807,Coco & Cici,Kissenbezug aus Tencel™-Satin in Terra Pink,https://www.maisondecocon.com/products/tencel-sateen-pillowcase-terra-pink?variant_sku=280807,7423612218282,"Verzichten Sie auf die teure Nachtcreme. Unser Tencel™-Satin-Kissenbezug in Terra Pink verfügt über ein glattes, satinweiches Gewebe, das sanft zu Haut und Haaren ist – der „Beauty-Kissenbezug“-Effekt, ganz ohne den hohen Preis.",77.31,Pillowcases,1 pillowcase 80x80,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-terra-pink-styled-01.jpg?v=1785863976
240807,Coco & Cici,Kissenbezug aus Tencel™-Satin in Terra Pink,https://www.maisondecocon.com/products/tencel-sateen-pillowcase-terra-pink?variant_sku=240807,7423611711760,"Verzichten Sie auf die teure Nachtcreme. Unser Tencel™-Satin-Kissenbezug in Terra Pink verfügt über ein glattes, satinweiches Gewebe, das sanft zu Haut und Haaren ist – der „Beauty-Kissenbezug“-Effekt, ganz ohne den hohen Preis.",62.91,Pillowcases,1 pillowcase 40x80,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-terra-pink-styled-01.jpg?v=1785863976
250607,Coco & Cici,Kissenbezug aus Tencel™-Satin in Terra Pink,https://www.maisondecocon.com/products/tencel-sateen-pillowcase-terra-pink?variant_sku=250607,7423603421417,"Verzichten Sie auf die teure Nachtcreme. Unser Tencel™-Satin-Kissenbezug in Terra Pink verfügt über ein glattes, satinweiches Gewebe, das sanft zu Haut und Haaren ist – der „Beauty-Kissenbezug“-Effekt, ganz ohne den hohen Preis.",62.91,Pillowcases,1 pillowcase 50x60,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-terra-pink-styled-01.jpg?v=1785863976
M2607021,Coco & Cici,"Kissenbezug aus Tencel™-Twill, Farbe: Pfirsich",https://www.maisondecocon.com/products/tencel-twill-pillowcase-peach?variant_sku=M2607021,6097755225226,"Vervollständigen Sie Ihr Set mit passender Weichheit. Unser Kissenbezug aus Tencel™-Twill in der Farbe „Peach“ bietet denselben matten, langlebigen Komfort wie unsere Bettbezüge – diskreter Luxus, Kissen für Kissen.",53.91,Pillowcases,1 pillowcase 60x70 without valance,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-peach-styled-01.jpg?v=1785867010
M260701,Coco & Cici,"Kissenbezug aus Tencel™-Twill, Farbe: Pfirsich",https://www.maisondecocon.com/products/tencel-twill-pillowcase-peach?variant_sku=M260701,6097755423462,"Vervollständigen Sie Ihr Set mit passender Weichheit. Unser Kissenbezug aus Tencel™-Twill in der Farbe „Peach“ bietet denselben matten, langlebigen Komfort wie unsere Bettbezüge – diskreter Luxus, Kissen für Kissen.",59.31,Pillowcases,1 pillowcase 60x70,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-peach-styled-01.jpg?v=1785867010
M250601,Coco & Cici,"Kissenbezug aus Tencel™-Twill, Farbe: Pfirsich",https://www.maisondecocon.com/products/tencel-twill-pillowcase-peach?variant_sku=M250601,6097755357330,"Vervollständigen Sie Ihr Set mit passender Weichheit. Unser Kissenbezug aus Tencel™-Twill in der Farbe „Peach“ bietet denselben matten, langlebigen Komfort wie unsere Bettbezüge – diskreter Luxus, Kissen für Kissen.",53.91,Pillowcases,1 pillowcase 50x60,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-peach-styled-01.jpg?v=1785867010
M2507021,Coco & Cici,"Kissenbezug aus Tencel™-Twill, Farbe: Pfirsich",https://www.maisondecocon.com/products/tencel-twill-pillowcase-peach?variant_sku=M2507021,6097754945965,"Vervollständigen Sie Ihr Set mit passender Weichheit. Unser Kissenbezug aus Tencel™-Twill in der Farbe „Peach“ bietet denselben matten, langlebigen Komfort wie unsere Bettbezüge – diskreter Luxus, Kissen für Kissen.",53.91,Pillowcases,1 pillowcase 50x70 without valance,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-peach-styled-01.jpg?v=1785867010
240805,Coco & Cici,"Kissenbezug aus Tencel™-Satin, cremefarben",https://www.maisondecocon.com/products/tencel-sateen-pillowcase-off-white?variant_sku=240805,7423610655607,"Glatt, atmungsaktiv und mit einem sanften Satin-Glanz versehen – unser Tencel™-Satin-Kissenbezug in Off White passt perfekt zu jedem unserer Satin-Bettbezüge – oder macht sich auch ganz für sich allein wunderbar.",62.91,Pillowcases,1 pillowcase 40x80,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-lifestyle.jpg?v=1785867423;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-folded..jpg?v=1785867434;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-pair.jpg?v=1785867449;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-fabric-detail.jpg?v=1785867469;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-label-detail.jpg?v=1785867483
2607025,Coco & Cici,"Kissenbezug aus Tencel™-Satin, cremefarben",https://www.maisondecocon.com/products/tencel-sateen-pillowcase-off-white?variant_sku=2607025,7448135514529,"Glatt, atmungsaktiv und mit einem sanften Satin-Glanz versehen – unser Tencel™-Satin-Kissenbezug in Off White passt perfekt zu jedem unserer Satin-Bettbezüge – oder macht sich auch ganz für sich allein wunderbar.",62.91,Pillowcases,1 pillowcase 60x70 without valance,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-lifestyle.jpg?v=1785867423;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-folded..jpg?v=1785867434;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-pair.jpg?v=1785867449;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-fabric-detail.jpg?v=1785867469;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-label-detail.jpg?v=1785867483
250605,Coco & Cici,"Kissenbezug aus Tencel™-Satin, cremefarben",https://www.maisondecocon.com/products/tencel-sateen-pillowcase-off-white?variant_sku=250605,7448128676678,"Glatt, atmungsaktiv und mit einem sanften Satin-Glanz versehen – unser Tencel™-Satin-Kissenbezug in Off White passt perfekt zu jedem unserer Satin-Bettbezüge – oder macht sich auch ganz für sich allein wunderbar.",62.91,Pillowcases,Pre-order: 1 pillowcase 50x60 (available October 5),,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-lifestyle.jpg?v=1785867423;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-folded..jpg?v=1785867434;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-pair.jpg?v=1785867449;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-fabric-detail.jpg?v=1785867469;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-label-detail.jpg?v=1785867483
260705,Coco & Cici,"Kissenbezug aus Tencel™-Satin, cremefarben",https://www.maisondecocon.com/products/tencel-sateen-pillowcase-off-white?variant_sku=260705,8721184402290,"Glatt, atmungsaktiv und mit einem sanften Satin-Glanz versehen – unser Tencel™-Satin-Kissenbezug in Off White passt perfekt zu jedem unserer Satin-Bettbezüge – oder macht sich auch ganz für sich allein wunderbar.",71.91,Pillowcases,Pre-order: 1 pillowcase 60x70 (available October 5),,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-lifestyle.jpg?v=1785867423;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-folded..jpg?v=1785867434;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-pair.jpg?v=1785867449;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-fabric-detail.jpg?v=1785867469;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-label-detail.jpg?v=1785867483
265655,Coco & Cici,"Kissenbezug aus Tencel™-Satin, cremefarben",https://www.maisondecocon.com/products/tencel-sateen-pillowcase-off-white?variant_sku=265655,8721184401125,"Glatt, atmungsaktiv und mit einem sanften Satin-Glanz versehen – unser Tencel™-Satin-Kissenbezug in Off White passt perfekt zu jedem unserer Satin-Bettbezüge – oder macht sich auch ganz für sich allein wunderbar.",71.91,Pillowcases,1 pillowcase 65x65,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-lifestyle.jpg?v=1785867423;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-folded..jpg?v=1785867434;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-pair.jpg?v=1785867449;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-fabric-detail.jpg?v=1785867469;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-label-detail.jpg?v=1785867483
280805,Coco & Cici,"Kissenbezug aus Tencel™-Satin, cremefarben",https://www.maisondecocon.com/products/tencel-sateen-pillowcase-off-white?variant_sku=280805,7423611089050,"Glatt, atmungsaktiv und mit einem sanften Satin-Glanz versehen – unser Tencel™-Satin-Kissenbezug in Off White passt perfekt zu jedem unserer Satin-Bettbezüge – oder macht sich auch ganz für sich allein wunderbar.",77.31,Pillowcases,1 pillowcase 80x80,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-lifestyle.jpg?v=1785867423;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-folded..jpg?v=1785867434;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-pair.jpg?v=1785867449;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-fabric-detail.jpg?v=1785867469;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-label-detail.jpg?v=1785867483
2507525,Coco & Cici,"Kissenbezug aus Tencel™-Satin, cremefarben",https://www.maisondecocon.com/products/tencel-sateen-pillowcase-off-white?variant_sku=2507525,8721184401088,"Glatt, atmungsaktiv und mit einem sanften Satin-Glanz versehen – unser Tencel™-Satin-Kissenbezug in Off White passt perfekt zu jedem unserer Satin-Bettbezüge – oder macht sich auch ganz für sich allein wunderbar.",62.91,Pillowcases,1 pillowcase 50x75 without Volant,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-lifestyle.jpg?v=1785867423;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-folded..jpg?v=1785867434;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-pair.jpg?v=1785867449;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-fabric-detail.jpg?v=1785867469;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-label-detail.jpg?v=1785867483
250755,Coco & Cici,"Kissenbezug aus Tencel™-Satin, cremefarben",https://www.maisondecocon.com/products/tencel-sateen-pillowcase-off-white?variant_sku=250755,8721184401040,"Glatt, atmungsaktiv und mit einem sanften Satin-Glanz versehen – unser Tencel™-Satin-Kissenbezug in Off White passt perfekt zu jedem unserer Satin-Bettbezüge – oder macht sich auch ganz für sich allein wunderbar.",71.91,Pillowcases,1 pillowcase 50x75,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-lifestyle.jpg?v=1785867423;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-folded..jpg?v=1785867434;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-pair.jpg?v=1785867449;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-fabric-detail.jpg?v=1785867469;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-label-detail.jpg?v=1785867483
2507025,Coco & Cici,"Kissenbezug aus Tencel™-Satin, cremefarben",https://www.maisondecocon.com/products/tencel-sateen-pillowcase-off-white?variant_sku=2507025,8721184402320,"Glatt, atmungsaktiv und mit einem sanften Satin-Glanz versehen – unser Tencel™-Satin-Kissenbezug in Off White passt perfekt zu jedem unserer Satin-Bettbezüge – oder macht sich auch ganz für sich allein wunderbar.",57.51,Pillowcases,Pre-order: 1 pillowcase 50x70 without valance (available October 5),,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-lifestyle.jpg?v=1785867423;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-folded..jpg?v=1785867434;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-pair.jpg?v=1785867449;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-fabric-detail.jpg?v=1785867469;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-label-detail.jpg?v=1785867483
250905,Coco & Cici,"Kissenbezug aus Tencel™-Satin, cremefarben",https://www.maisondecocon.com/products/tencel-sateen-pillowcase-off-white?variant_sku=250905,8721184401156,"Glatt, atmungsaktiv und mit einem sanften Satin-Glanz versehen – unser Tencel™-Satin-Kissenbezug in Off White passt perfekt zu jedem unserer Satin-Bettbezüge – oder macht sich auch ganz für sich allein wunderbar.",75.51,Pillowcases,1 pillowcase 50x90,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-lifestyle.jpg?v=1785867423;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-folded..jpg?v=1785867434;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-pair.jpg?v=1785867449;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-fabric-detail.jpg?v=1785867469;https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-off-white-label-detail.jpg?v=1785867483
260703,Coco & Cici,"Kissenbezug aus Tencel™-Satin, grau-blau",https://www.maisondecocon.com/products/tencel-sateen-pillowcase-gray-blue?variant_sku=260703,7439634189172,"Unser Tencel™-Satin-Kissenbezug in Graublau ist geschmeidig, atmungsaktiv und mit einem sanften Satin-Glanz versehen. Er passt perfekt zu jedem unserer Satin-Bettbezüge – oder macht sich auch ganz für sich allein wunderbar.",71.91,Pillowcases,,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-gray-styled-01blue.jpg?v=1785867572
B280803,Coco & Cici,"Kissenbezug aus Bambus, ockergelb",https://www.maisondecocon.com/products/bamboo-pillowcase-ocher-yellow?variant_sku=B280803,6091017441461,"Weiches, atmungsaktives Öko-Bambusgewebe – unser Kissenbezug in Ockergelb ist der sanfte und unkomplizierte Einstieg in nachhaltige Bettwäsche und lässt sich ideal mit jedem unserer Bettbezüge aus Tencel™ oder Bambus kombinieren.",59.31,Pillowcases,1 pillowcase 80x80,,10.00,0.00,0.00,4-7 working days,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bamboo-pillowcase-ochre-yellow-styled-01.jpg?v=1785867848
